Instrument,SessionContext,BarIndex,Time,Open,High,Low,Close,MacroState,ActiveDirection,SponsorState,SponsorConfidence,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,Events,SFCStatus,ExpectedNextBehavior,InvalidationCondition
"NQ","RTH",11,"2022-07-18 07:30:00",12123.25,12133.75,12111.5,12125.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.000,0.282,0.244,0.000,0.122,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",12,"2022-07-18 07:35:00",12126.25,12149.75,12124.25,12144.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.770,"Early",0.060,0.260,0.225,0.000,0.112,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",13,"2022-07-18 07:40:00",12144.5,12148.75,12117.75,12130,"Unresolved","Up","Unresolved",0.200,"TwoR",0.770,"Developing",0.115,0.239,0.207,0.000,0.103,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",14,"2022-07-18 07:45:00",12130.25,12138,12118.5,12125.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.026,0.260,0.350,0.000,0.175,"LateralSeed","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",15,"2022-07-18 07:50:00",12125,12125.5,12095.5,12108.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.850,"Early",0.124,0.239,0.322,0.000,0.161,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",16,"2022-07-18 07:55:00",12108,12120,12097.25,12116.25,"Unresolved","Down","Unresolved",0.200,"TwoB",0.850,"Developing",0.214,0.220,0.296,0.000,0.148,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",17,"2022-07-18 08:00:00",12115.25,12143.75,12112,12137,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.197,0.202,0.273,0.000,0.136,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",18,"2022-07-18 08:05:00",12137.25,12149.75,12132.5,12142.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.550,"Early",0.181,0.186,0.251,0.000,0.125,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",19,"2022-07-18 08:10:00",12142.25,12152.25,12130.25,12134,"Unresolved","Up","Unresolved",0.200,"TwoR",0.550,"Developing",0.087,0.211,0.391,0.000,0.195,"LateralSeed","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",20,"2022-07-18 08:15:00",12133.75,12139,12122.25,12133,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.080,0.194,0.360,0.000,0.180,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",21,"2022-07-18 08:20:00",12133.25,12141,12121,12133,"Unresolved","Down","Unresolved",0.200,"R2R",0.770,"Early",0.133,0.179,0.331,0.000,0.165,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",22,"2022-07-18 08:25:00",12133.25,12142.5,12127,12138.5,"Unresolved","Down","Unresolved",0.200,"TwoB",0.770,"Developing",0.183,0.165,0.304,0.000,0.152,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",23,"2022-07-18 08:30:00",12138.25,12146,12133.25,12140,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.200,"Early",0.128,0.171,0.430,0.000,0.200,"LateralSeed|ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",24,"2022-07-18 08:35:00",12139.75,12154,12132,12149.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.770,"Early",0.178,0.158,0.396,0.000,0.184,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",25,"2022-07-18 08:40:00",12149.5,12161.5,12145.25,12160,"Unresolved","Up","Unresolved",0.200,"B2B",0.770,"Developing",0.224,0.145,0.364,0.000,0.169,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",26,"2022-07-18 08:45:00",12160.5,12170,12153.75,12169.25,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.770,"Developing",0.306,0.113,0.325,0.000,0.136,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",27,"2022-07-18 08:50:00",12169,12171.5,12156,12160,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.770,"Developing",0.261,0.204,0.359,0.060,0.205,"RejectedReclaim","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",28,"2022-07-18 08:55:00",12159.5,12172.75,12155,12171.75,"Unresolved","Up","FailedReclaim",0.600,"B2B",0.850,"Mature",0.260,0.248,0.490,0.055,0.268,"LateralSeed","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",29,"2022-07-18 09:00:00",12171.5,12183,12166.25,12180,"Unresolved","Up","Unresolved",0.200,"B2B",0.850,"Mature",0.340,0.248,0.451,0.051,0.247,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",30,"2022-07-18 09:05:00",12180.25,12182.5,12173.25,12176.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.850,"Mature",0.412,0.248,0.415,0.047,0.227,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",31,"2022-07-18 09:10:00",12176.25,12184.25,12166.5,12172.75,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.419,0.208,0.372,0.033,0.189,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",32,"2022-07-18 09:15:00",12173,12183,12170.5,12177.75,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.350,"Early",0.226,0.332,0.562,0.090,0.334,"LateralSeed|RejectedReclaim","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",33,"2022-07-18 09:20:00",12177.75,12183,12164.75,12169.75,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.430,"Developing",0.208,0.355,0.517,0.083,0.307,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",34,"2022-07-18 09:25:00",12170.75,12177.25,12167.25,12172.75,"Unresolved","Down","Unresolved",0.200,"TwoB",0.430,"Developing",0.191,0.377,0.476,0.076,0.283,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",35,"2022-07-18 09:30:00",12173.25,12173.25,12161.75,12166.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.430,"Developing",0.176,0.397,0.438,0.070,0.260,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",36,"2022-07-18 09:35:00",12166.5,12172.5,12160.25,12160.25,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.430,"Developing",0.202,0.395,0.393,0.055,0.219,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",37,"2022-07-18 09:40:00",12160.75,12171.75,12160,12168.25,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.430,"Developing",0.026,0.553,0.581,0.110,0.362,"LateralSeed|RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",38,"2022-07-18 09:45:00",12168,12174.5,12166.25,12168.75,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.024,0.509,0.535,0.102,0.333,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",39,"2022-07-18 09:50:00",12168.75,12169.5,12154.5,12157.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.022,0.468,0.492,0.093,0.306,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",40,"2022-07-18 09:55:00",12157,12158.5,12141.75,12142,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.200,"Early",0.020,0.431,0.453,0.086,0.282,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",41,"2022-07-18 10:00:00",12142.25,12147.75,12140,12144,"Unresolved","Down","Unresolved",0.200,"TwoB",0.350,"Early",0.018,0.396,0.416,0.079,0.259,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",42,"2022-07-18 10:05:00",12143.75,12148.5,12141,12148,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.200,"Early",0.000,0.385,0.533,0.063,0.298,"LateralSeed|ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",43,"2022-07-18 10:10:00",12147.75,12149.5,12137.75,12141.25,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.350,"Early",0.000,0.454,0.550,0.118,0.355,"RejectedReclaim","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",44,"2022-07-18 10:15:00",12141.5,12141.5,12131.5,12139.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.000,0.418,0.506,0.108,0.326,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",45,"2022-07-18 10:20:00",12140,12140.5,12117,12117.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.850,"Early",0.100,0.384,0.466,0.100,0.300,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",46,"2022-07-18 10:25:00",12117.25,12122.5,12105.25,12116,"Unresolved","Down","Unresolved",0.200,"R2R",0.850,"Developing",0.192,0.353,0.429,0.092,0.276,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",47,"2022-07-18 10:30:00",12115.75,12125.75,12114.75,12123,"Unresolved","Down","Unresolved",0.200,"TwoB",0.850,"Developing",0.277,0.325,0.394,0.084,0.254,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",48,"2022-07-18 10:35:00",12122.75,12125.5,12072,12073,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.850,"Developing",0.395,0.279,0.353,0.068,0.214,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",49,"2022-07-18 10:40:00",12072.75,12079,12053,12060.5,"Directional","Down","Reasserting",0.700,"R2R",0.930,"Mature",0.613,0.177,0.245,0.002,0.097,"AcceptedReclaim","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",50,"2022-07-18 10:45:00",12060.5,12067.75,12049.5,12052.5,"Directional","Down","Pressured",0.650,"R2R",0.930,"Mature",0.564,0.373,0.325,0.052,0.219,"FailedContinuation","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",51,"2022-07-18 10:50:00",12051.75,12059.75,12024.25,12025.75,"Directional","Down","Pressured",0.650,"R2R",0.930,"Mature",0.619,0.363,0.299,0.048,0.201,"","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",52,"2022-07-18 10:55:00",12026,12038.5,12024.75,12028.25,"Directional","Down","Pressured",0.650,"TwoB",0.930,"Mature",0.569,0.544,0.375,0.094,0.315,"FailedContinuation","Candidate","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",53,"2022-07-18 11:00:00",12028.5,12032,11972.75,11988,"Directional","Down","Pressured",0.650,"R2R",0.930,"Mature",0.624,0.520,0.345,0.086,0.290,"","Candidate","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",54,"2022-07-18 11:05:00",11988.25,11994.5,11968.25,11984.5,"Degrading","Down","Failing",0.600,"R2R",0.930,"Mature",0.524,0.819,0.457,0.170,0.477,"FailedContinuation|SFCandidate","Candidate","Dominance still exists, but efficiency is degrading. Watch for balance or failed continuation.","Invalidated by clean dominance reassertion with efficient continuation."
"NQ","RTH",55,"2022-07-18 11:10:00",11984,11988.5,11975.75,11978.25,"Balance","Down","Balance",0.300,"R2R",0.930,"Mature",0.354,1.000,0.681,0.198,0.649,"FailedContinuation|LateralSeed","Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
"NQ","RTH",56,"2022-07-18 11:15:00",11978.5,11997.75,11975.25,11997.5,"Unresolved","Down","Unresolved",0.200,"TwoB",0.930,"Mature",0.284,1.000,0.666,0.213,0.677,"SFCandidate","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",57,"2022-07-18 11:20:00",11997.25,12012.75,11993,12010,"Balance","Up","ReclaimAttempt",0.450,"B2B",0.200,"Early",0.301,0.900,0.603,0.186,0.603,"ReclaimAttempt","Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
"NQ","RTH",58,"2022-07-18 11:25:00",12010.5,12015.75,11997.25,11998.5,"Balance","Up","FailedReclaim",0.700,"TwoR",0.350,"Early",0.197,0.928,0.615,0.231,0.634,"RejectedReclaim","Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
"NQ","RTH",59,"2022-07-18 11:30:00",11998.5,12002.25,11973.5,11977.75,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.181,0.854,0.566,0.213,0.584,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",60,"2022-07-18 11:35:00",11978,11987.5,11972.25,11984.75,"Unresolved","Down","Unresolved",0.200,"TwoB",0.350,"Early",0.167,0.785,0.520,0.196,0.537,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",61,"2022-07-18 11:40:00",11985.75,12004.5,11980.25,11995.5,"Unresolved","Up","FailedReclaim",0.600,"B2B",0.200,"Early",0.154,0.723,0.479,0.180,0.494,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",62,"2022-07-18 11:45:00",11995.25,11996.5,11956.75,11960.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.141,0.665,0.440,0.166,0.454,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",63,"2022-07-18 11:50:00",11960.5,11967.5,11949.5,11963.25,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.670,"Developing",0.230,0.592,0.395,0.142,0.398,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",64,"2022-07-18 11:55:00",11963,11964.75,11923.5,11937,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.670,"Developing",0.192,0.644,0.424,0.191,0.446,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",65,"2022-07-18 12:00:00",11936.5,11938,11921.5,11926.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.176,0.593,0.390,0.176,0.411,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",66,"2022-07-18 12:05:00",11926.5,11939.5,11917,11928.75,"Unresolved","Down","Unresolved",0.200,"TwoB",0.350,"Early",0.082,0.585,0.519,0.162,0.458,"LateralSeed","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",67,"2022-07-18 12:10:00",11928.75,11952.25,11928.25,11947.75,"Unresolved","Up","FailedReclaim",0.600,"B2B",0.200,"Early",0.076,0.539,0.477,0.149,0.421,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",68,"2022-07-18 12:15:00",11948,11951,11930.25,11944.5,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.070,0.495,0.439,0.137,0.387,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",69,"2022-07-18 12:20:00",11944.5,11957.5,11943,11955.25,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.430,"Developing",0.104,0.486,0.394,0.116,0.336,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",70,"2022-07-18 12:25:00",11955,11964.5,11944.5,11949.75,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.430,"Developing",0.016,0.597,0.422,0.167,0.390,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",71,"2022-07-18 12:30:00",11950,11953.25,11917.75,11918.75,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.014,0.549,0.388,0.153,0.358,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",72,"2022-07-18 12:35:00",11919.25,11921.75,11898,11905.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.770,"Early",0.073,0.505,0.357,0.141,0.330,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",73,"2022-07-18 12:40:00",11905.5,11914.5,11885,11889.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.770,"Developing",0.127,0.465,0.329,0.130,0.303,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",74,"2022-07-18 12:45:00",11889.5,11898.75,11881.75,11886,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.770,"Developing",0.217,0.408,0.293,0.109,0.259,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",75,"2022-07-18 12:50:00",11886.25,11887.25,11862.5,11863.75,"Directional","Down","Reasserting",0.700,"R2R",0.770,"Developing",0.410,0.275,0.189,0.041,0.138,"AcceptedReclaim","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",76,"2022-07-18 12:55:00",11865.25,11907.25,11857,11906.25,"Directional","Down","Unknown",0.250,"TwoB",0.850,"Mature",0.377,0.463,0.274,0.087,0.257,"FailedContinuation","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",77,"2022-07-18 13:00:00",11905.75,11915.25,11898.25,11906.5,"Directional","Up","Unknown",0.250,"B2B",0.200,"Early",0.397,0.426,0.252,0.080,0.237,"PeakVolume","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"NQ","RTH",78,"2022-07-18 13:05:00",11907,11918.5,11898,11904.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.185,0.622,0.492,0.124,0.428,"FailedContinuation|LateralSeed","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",79,"2022-07-18 13:10:00",11904,11916.25,11903.25,11912.75,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.430,"Developing",0.210,0.602,0.443,0.104,0.374,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",80,"2022-07-18 13:15:00",11912.75,11919.25,11910.5,11913.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.193,0.604,0.407,0.096,0.344,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",81,"2022-07-18 13:20:00",11912.75,11917,11910.5,11915.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.178,0.606,0.375,0.088,0.316,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",82,"2022-07-18 13:25:00",11915,11917.75,11914,11917.25,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.430,"Developing",0.124,0.627,0.495,0.071,0.351,"LateralSeed|ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",83,"2022-07-18 13:30:00",11916.5,11917.75,11914,11915.5,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.430,"Developing",0.034,0.727,0.515,0.125,0.403,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",84,"2022-07-18 13:35:00",11916.25,11917,11912.75,11915,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.031,0.669,0.474,0.115,0.371,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"NQ","RTH",85,"2022-07-18 13:40:00",11915,11916.5,11912.75,11914,"Unresolved","Down","Unresolved",0.200,"R2R",0.430,"Early",0.029,0.665,0.436,0.106,0.341,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
