Instrument,SessionContext,BarIndex,Time,Open,High,Low,Close,MacroState,ActiveDirection,SponsorState,SponsorConfidence,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,Events,SFCStatus,ExpectedNextBehavior,InvalidationCondition
"ES","RTH",31,"2022-07-18 09:10:00",3896.25,3898,3893.5,3895,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.358,0.217,0.384,0.036,0.208,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",32,"2022-07-18 09:15:00",3895,3897.75,3894.25,3896.75,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.350,"Early",0.169,0.340,0.573,0.093,0.352,"LateralSeed|RejectedReclaim","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",33,"2022-07-18 09:20:00",3896.75,3897.25,3892.75,3894,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.430,"Developing",0.156,0.362,0.527,0.086,0.323,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",34,"2022-07-18 09:25:00",3894,3895.75,3893.25,3895.25,"Unresolved","Down","Unresolved",0.200,"TwoB",0.430,"Developing",0.143,0.383,0.485,0.079,0.298,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",35,"2022-07-18 09:30:00",3895.5,3895.5,3892.5,3893,"Unresolved","Down","Unresolved",0.200,"R2R",0.430,"Developing",0.132,0.403,0.446,0.073,0.274,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",36,"2022-07-18 09:35:00",3893,3894.5,3892.5,3892.75,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.430,"Developing",0.081,0.441,0.561,0.057,0.312,"LateralSeed|ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",37,"2022-07-18 09:40:00",3892.75,3895.25,3892.75,3894.75,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.430,"Developing",0.000,0.555,0.576,0.112,0.367,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",38,"2022-07-18 09:45:00",3894.5,3895.75,3893.75,3893.75,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.460,"Late",0.000,0.581,0.530,0.103,0.338,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",39,"2022-07-18 09:50:00",3893.75,3894.25,3890.75,3891.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.460,"Late",0.000,0.604,0.487,0.095,0.311,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",40,"2022-07-18 09:55:00",3891.5,3891.75,3887.5,3887.5,"Unresolved","Down","Unresolved",0.200,"R2R",0.460,"Late",0.000,0.626,0.448,0.087,0.286,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",41,"2022-07-18 10:00:00",3887.5,3887.75,3884.5,3885.75,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.750,"Mature",0.100,0.576,0.402,0.070,0.243,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",42,"2022-07-18 10:05:00",3885.75,3887.5,3885.5,3887.5,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.750,"Mature",0.022,0.780,0.470,0.165,0.383,"SFCandidate|RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",43,"2022-07-18 10:10:00",3887.25,3887.75,3885.75,3886.5,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.750,"Mature",0.000,0.777,0.593,0.152,0.433,"LateralSeed","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",44,"2022-07-18 10:15:00",3886.5,3887,3884.25,3886.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.750,"Mature",0.060,0.735,0.545,0.139,0.398,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",45,"2022-07-18 10:20:00",3886.5,3886.75,3881,3881.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.750,"Mature",0.115,0.696,0.502,0.128,0.366,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",46,"2022-07-18 10:25:00",3881,3882.75,3879.25,3882.75,"Unresolved","Down","Unresolved",0.200,"TwoB",0.750,"Mature",0.116,0.791,0.501,0.158,0.417,"SFCandidate","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",47,"2022-07-18 10:30:00",3882.75,3885.25,3882.25,3885.25,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.200,"Early",0.147,0.707,0.451,0.135,0.364,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",48,"2022-07-18 10:35:00",3885,3885.75,3876.5,3876.5,"Unresolved","Up","FailedReclaim",0.700,"TwoR",0.350,"Early",0.055,0.751,0.475,0.185,0.415,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",49,"2022-07-18 10:40:00",3876.5,3878.5,3872,3874.75,"Unresolved","Down","Unresolved",0.200,"R2R",0.200,"Early",0.051,0.691,0.437,0.170,0.381,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",50,"2022-07-18 10:45:00",3874.75,3876.25,3872.25,3873.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.550,"Early",0.047,0.636,0.402,0.156,0.351,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",51,"2022-07-18 10:50:00",3873.25,3875.25,3867.5,3868.25,"Unresolved","Down","Unresolved",0.200,"R2R",0.670,"Developing",0.103,0.585,0.370,0.144,0.323,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",52,"2022-07-18 10:55:00",3868,3871.5,3867.75,3870.25,"Unresolved","Down","Unresolved",0.200,"TwoB",0.670,"Developing",0.155,0.538,0.340,0.132,0.297,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",53,"2022-07-18 11:00:00",3870.25,3870.5,3857.5,3859.25,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.850,"Developing",0.282,0.475,0.303,0.112,0.253,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",54,"2022-07-18 11:05:00",3859.25,3861.25,3856,3859.5,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.930,"Mature",0.280,0.557,0.339,0.163,0.313,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",55,"2022-07-18 11:10:00",3859.25,3860.5,3857.25,3858.25,"Unresolved","Down","FailedReclaim",0.600,"R2R",0.930,"Mature",0.277,0.572,0.472,0.150,0.368,"LateralSeed","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",56,"2022-07-18 11:15:00",3858.25,3861.25,3856.5,3861,"Degrading","Down","Failing",0.600,"TwoB",0.930,"Mature",0.305,0.677,0.474,0.178,0.418,"SFCandidate","Candidate","Dominance still exists, but efficiency is degrading. Watch for balance or failed continuation.","Invalidated by clean dominance reassertion with efficient continuation."
"ES","RTH",57,"2022-07-18 11:20:00",3860.75,3864.5,3859.75,3864,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.281,0.622,0.436,0.163,0.385,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",58,"2022-07-18 11:25:00",3863.75,3865.5,3859.25,3859.5,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.258,0.573,0.401,0.150,0.354,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",59,"2022-07-18 11:30:00",3859.5,3860.5,3853.25,3854,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.278,0.507,0.359,0.128,0.306,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",60,"2022-07-18 11:35:00",3854,3857.5,3853.25,3857,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.350,"Early",0.175,0.566,0.390,0.178,0.361,"RejectedReclaim","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",61,"2022-07-18 11:40:00",3856.75,3862,3855.5,3859.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.161,0.521,0.359,0.164,0.332,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",62,"2022-07-18 11:45:00",3859.25,3859.75,3850.25,3851.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.148,0.479,0.330,0.151,0.306,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",63,"2022-07-18 11:50:00",3851.25,3853.5,3849.25,3852.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.670,"Developing",0.197,0.441,0.304,0.139,0.281,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",64,"2022-07-18 11:55:00",3852.25,3852.75,3844.5,3848,"Unresolved","Up","Unresolved",0.200,"TwoR",0.670,"Developing",0.241,0.406,0.280,0.128,0.259,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",65,"2022-07-18 12:00:00",3848,3848.25,3843.75,3845.25,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.262,0.353,0.247,0.107,0.218,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",66,"2022-07-18 12:05:00",3845.25,3848,3843.25,3845.75,"Unresolved","Down","FailedReclaim",0.700,"TwoB",0.350,"Early",0.081,0.465,0.448,0.159,0.361,"LateralSeed|RejectedReclaim","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",67,"2022-07-18 12:10:00",3845.75,3852.25,3845.75,3851.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.200,"Early",0.074,0.428,0.412,0.146,0.332,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",68,"2022-07-18 12:15:00",3851.25,3851.75,3845.25,3849,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.068,0.394,0.379,0.134,0.305,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",69,"2022-07-18 12:20:00",3849,3853.25,3848.75,3852.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.063,0.412,0.348,0.124,0.281,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",70,"2022-07-18 12:25:00",3852.5,3853.75,3848,3849,"Unresolved","Up","Unresolved",0.200,"TwoR",0.430,"Developing",0.058,0.429,0.321,0.114,0.258,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",71,"2022-07-18 12:30:00",3849.25,3850,3840.5,3841,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.093,0.375,0.285,0.095,0.218,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",72,"2022-07-18 12:35:00",3841.25,3841.5,3834,3836,"Directional","Down","Reasserting",0.700,"R2R",0.770,"Early",0.296,0.245,0.182,0.027,0.100,"AcceptedReclaim","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"ES","RTH",73,"2022-07-18 12:40:00",3835.75,3838.25,3828,3829.5,"Unresolved","Down","Reasserting",0.600,"R2R",0.770,"Developing",0.332,0.225,0.168,0.025,0.092,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",74,"2022-07-18 12:45:00",3829.5,3832,3827.25,3828.75,"Unresolved","Down","Reasserting",0.600,"R2R",0.770,"Developing",0.365,0.207,0.154,0.023,0.085,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",75,"2022-07-18 12:50:00",3828.5,3828.75,3821.5,3822,"Unresolved","Down","Unresolved",0.200,"R2R",0.850,"Developing",0.436,0.191,0.142,0.021,0.078,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",76,"2022-07-18 12:55:00",3822.25,3833.75,3820.25,3833.25,"Directional","Down","Dominant",0.550,"TwoB",0.930,"Mature",0.551,0.195,0.131,0.019,0.072,"PeakVolume","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"ES","RTH",77,"2022-07-18 13:00:00",3833,3836.75,3830,3834,"Directional","Up","Dominant",0.550,"B2B",0.200,"Early",0.557,0.180,0.120,0.018,0.066,"PeakVolume","None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
"ES","RTH",78,"2022-07-18 13:05:00",3834,3838.75,3832,3833.25,"Unresolved","Up","Unresolved",0.200,"TwoR",0.350,"Early",0.333,0.395,0.370,0.066,0.271,"FailedContinuation|LateralSeed","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",79,"2022-07-18 13:10:00",3833.5,3838,3833.5,3837,"Unresolved","Up","ReclaimAttempt",0.450,"B2B",0.430,"Developing",0.346,0.394,0.331,0.051,0.229,"ReclaimAttempt","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",80,"2022-07-18 13:15:00",3837.25,3839,3836.5,3837.5,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.318,0.412,0.304,0.047,0.211,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",81,"2022-07-18 13:20:00",3837.5,3838.5,3836.5,3838,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.293,0.429,0.280,0.043,0.194,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",82,"2022-07-18 13:25:00",3838.25,3839.25,3837.5,3838.25,"Unresolved","Up","Unresolved",0.200,"B2B",0.430,"Developing",0.189,0.485,0.418,0.040,0.258,"LateralSeed","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",83,"2022-07-18 13:30:00",3838.25,3838.75,3837.5,3838,"Unresolved","Up","Unresolved",0.200,"TwoR",0.430,"Developing",0.174,0.496,0.384,0.037,0.238,"","None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",84,"2022-07-18 13:35:00",3838,3838,3837.25,3838,"Unresolved","Up","Unresolved",0.200,"TwoR",0.460,"Late",0.160,0.526,0.353,0.034,0.219,"","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",85,"2022-07-18 13:40:00",3838,3839,3837.5,3838,"Unresolved","Up","Unresolved",0.200,"TwoR",0.460,"Late",0.098,0.684,0.365,0.071,0.281,"SFCandidate","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
"ES","RTH",86,"2022-07-18 13:45:00",3838,3838.5,3837.25,3837.75,"Unresolved","Down","ReclaimAttempt",0.450,"R2R",0.200,"Early",0.130,0.610,0.326,0.055,0.239,"ReclaimAttempt","Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
